id,description
33,"Deep wading jkt - Whether you're chasing Olympic Peninsula chrome or reaching for stripers beyond the break, sometimes you simply have to jump in and go deep. This ultra-lightweight jacket is cut above the waist for serious wading. Its minimalist design has all you need from a waterproof/breathable fishing shell (and nothing more). In addition to a full-visibility hood, reversed StretchCoat cuffs and roomy, zippered fly box pockets, it now features fleece-lined handwarmer pockets. Made from a tough 2.5-layer ripstop nylon with a waterproof/breathable H2No barrier. Our shortest fishing jacket, the Deep Wading also has a relaxed fit to accommodate layers and a loaded vest.Details: ""2.5-layer tear-resistant nylon with a Deluge DWR (durable water repellent) finish, waterproof/breathable H2No barrier and sealed seams is packable and lightweight; visibility/Houdini drawcord hood with single-pull adjustment"" Drawcord waist with drain holes ""External, zippered chest pockets (set high for wading and with drain holes), brushed polyester lined handwarmer pockets, hanging accessory loop inside right pocket"" ""Glued-in, coated reverse-coil main and chest pocket zippers are highly water resistant"" Gusseted reverse StretchCoat cuffs Two internal mesh pockets ""D-ring on back, hidden daisy chain above left side label""Fabric: ""Shell: 2.5-layer, 2.7-oz 50-denier 100% nylon ripstop with a waterproof/breathable H2No barrier and a Deluge DWR finish. Cuffs: Reverse StretchCoat""Weight: (372 g 12.9 oz)Made in Vietnam."
34,"Delivery shorts - Locals know all the best spots. Our Delivery Shorts are built for all-day comfort and durability, with simple, practical style. Made from a blend of 65% all-recycled polyester and 35% organic cotton, they're designed with a nod to our local deliverymen. Features include a flat front with offset side seams and a zip fly with button closure, generous wide-entry front pockets and welted back pockets. Inseam (size 32) is 11"". Recyclable through the Common Threads Recycling Program.Details: Soft yet durable 6-oz 65% recycled polyester blended with 35% organic cotton Zip fly with button closure Flat front with offset side-seams Generous wide-entry front pockets Welted back pockets ""Inseam is 11""""""Fabric: 6-oz 65% all-recycled polyester/35% organic cotton. Recyclable through the Common Threads Recycling ProgramWeight: (314 g 10.9 oz)Made in Vietnam."
35,"Down sweater vest - Impossible to confuse with the sweater vests found at golf courses and bingo parlors, ours comes packed with ultra-toasty 800-fill down that traps heat in alpine conditions. It has a minimalist design that practically floats, and is so compact it stuffs into its own stretch-mesh internal pocket (with a carabiner clip-in loop). The innovative, superlight 100% all-recycled polyester shell (1.4-oz 22-denier) with a DWR (durable water repellent) finish provides wind and water protection as well as a high tear-strength; quilting stabilizes the down. With zippered handwarmer pockets and a drawcord hem.Details: ""Superlight, windproof and water-resistant shell has high tear-strength"" Quilted construction stabilizes premium 800-fill-power European goose down insulation Center-front zipper External pockets: two zippered handwarmers Interior pocket: one zippered stretch-mesh that doubles as a stuff sack with carabiner clip-in loop Elastic binding at armholes Drawcord hemFabric: Shell and lining: 1.4-oz 22-denier 100% all-recycled polyester with Deluge DWR (durable water repellent) finish. Insulation: 800-fill-power premium European goose downWeight: 243 g (8.6 oz)Made in China."
36,Dragoons t-shirt - These dragoons have dropped their weapons in favor of big wave guns. Artist Geoff McFetridge's work creates a peaceful quiver on the Dragoons T-Shirt. The tee is made from 100% organic cotton fabric; PVC- and phthalate-free screen print inks are easier on the environment. The lightweight tee has ringspun yarns and taped shoulder seams for a soft hand. Recyclable through the Common Threads Recycling Program.Details: Ringspun yarns for a softer hand Taped shoulder seams Screen-print inks are PVC- and phthalate-freeFabric: 4.4-oz 100% organic cotton. Recyclable through the Common Threads Recycling ProgramWeight: (150 g 5.2 oz)Made in USA.
37,"Duck pants - long - Essential wear for splitting logs, driving nails or applying a little more chewing gum to the crack in the U-joint. Our classic do-alls come in a substantial but light and supple 8-oz organic cotton canvas. With style that is dictated by function, they have a flat front, slant side-entry front pockets and welted, button-through rear pockets. Garment-washed. Inseam (size 32) is 32"" for the regular version; 30"" for the short; 34"" for the long. Recyclable through the Common Threads Recycling Program.Details: Supple organic cotton Classic flat-front styling ""Slant side-entry front pockets; welted, button-through rear pockets"" ""Inseam is 34""""""Fabric: 8-oz 100% organic cotton canvas. Recyclable through the Common Threads Recycling ProgramWeight: 532 g (18.8 oz)Made in Thailand."
38,"Elias fz sweatshirt - Clean as a Wingate splitter. Our Elias is made from a welcoming blend of 95% organic cotton and 5% spandex in an athletic, climbing cut. The pockets rise above your harness and the stand-up neck adds a wind barrier to warm up an early season cragging session. The full-zip front makes it easy to take on and off between laps. Recyclable through the Common Threads Recycling Program.Details: Ultrasoft 95% organic cotton fleece has 5% spandex for stretch Full-zip with handwarmer pocketsFabric: 7.6-oz 95% organic cotton fleece/5% spandex. Recyclable through the Common Threads Recycling ProgramWeight: 447 g (15.8 oz)Made in Turkey."
39,"Elias sweatshirt - The dirtbagger's complete wardrobe - wear it bouldering, working the slack line, and setting up a bivy out of view of the ranger's probing eyes. It has a hospitable mix of 95% organic cotton with 5% spandex for suppleness on dynamic moves. When clouds grow ominous, throw the 4-panel hood up to seal in your heat; keep your fingers warm and ready for crimping with the roomy kangaroo pouch pocket. Offset shoulder seams and a clean silhouette stay smooth under your packstraps and harness. Recyclable through the Common Threads Recycling Program.Details: Ultrasoft organic cotton fleece has 5% spandex for stretch Pullover hoody with kangaroo pouch pocket Boulder screen print on center chest by Jenny UehisaFabric: 7.6-oz 95% organic cotton fleece/5% spandex. Recyclable through the Common Threads Recycling ProgramWeight: (426 g 14.8 oz)Made in Turkey."
40,"Fezzman shirt - Look fresh even when you feel disheveled. Made with 65% lightweight, breathable, all-recycled polyester and 35% organic cotton plain weave, the Fezz won't wrinkle in the tightest corner of your travel duffel. Recyclable through the Common Threads Recycling Program.Details: Lightweight breathable all-recycled polyester/organic cotton plain weave Single chest pocket Modest tailsFabric: 2.9-oz 65% all-recycled polyester/35% organic cotton plain weave. Recyclable through the Common Threads Recycling ProgramWeight: (164 g 5.7 oz)Made in Thailand."
41,"Fish frenzy t-shirt - Dependent on free-flowing currents, the Salmon's extraordinary cycle of life perseveres with the Fish Frenzy T-Shirt. Washington-based artist Nikki McClure's work appears on the tee's 100% organic cotton canvas. Ringspun fabric yarns and taped shoulder seams create a soft hand. PVC- and phthalate-free inks are easier on the environment. The shirt is recyclable through the Common Threads Recycling Program.Details: Ringspun yarns for a softer hand Taped shoulder seams Screen-print inks are PVC- and phthalate-freeFabric: 5.4-oz 100% organic cotton. Recyclable through the Common Threads Recycling ProgramWeight: (199 g 6.9 oz)Made in USA."
42,"Freewheeler - This sturdy wheeled bag holds a week's worth of clothes and keeps boots or dirty gear in a separate compartment, a floating baffle separating the two. The zippered, easy-access end compartment and internal mesh toiletry pocket fight the forces of chaos to keep you organized. A light-colored lining makes it easy to see what you have stashed inside. Structurally, impact-resistant skidplates and the tough-as-nails molded bottom pan stand up to brutal treatment, while smooth-rolling 80-mm wheels steered by a 2-position retractable handle get you where you're going. With haul handles at both ends, external compression straps to cinch the load and/or attach bulky items, and batten supports on the sides that keep the bag standing upright but collapse for easy storage. Made from tough 1,200-denier polyester (100% recycled) that has a polyurethane coating and DWR (durable water repellent) finish; with a molded foam and ballistics nylon bottom.Details: Main compartment holds a week's worth of clothes; fully lined lower compartment separates boots and gear from clothing Floating baffle allows the load to expand into either compartment; zippered end compartment for easy-access items Interior mesh pocket for toiletries; light-colored lining makes contents easy to find Smooth-rolling 80-mm wheels provide plenty of clearance; impact-resistant skidplates Molded bottom pan resists abrasion and protects contents; 2-position retractable handle makes steering easy Haul handles at either end; external compression straps Stowable business card holder lets you ID your bag; batten supports on sides keep bag standing and collapse for easy storageFabric: 11-oz 1200-denier 100% all-recycled polyester. Lining: 3.3-oz 200-denier 100% polyester. Both with polyurethane coating and a DWR (durable water repellent) finish. Bottom: Molded foam and ballistics clothWeight: (4500 g 156 oz)Made in Philippines."
43,"Gi ii pants - The travel-tested, quick-drying durability of Gi II Pants stand up to rock and river, and provide life-of-the-garment 40-UPF sun protection. Made from superlight 3.7-oz 100% Supplex nylon twill with a gusseted crotch for wide-stemming maneuvers. Details include a low profile buckle-closure elastic waist (which fits under a harness), change-safe on-seam pockets with mesh drains, a side-leg zippered pocket large enough for a map (with internal key loop) and a zippered rear pocket. Now, with an modernized fit that is wider at the ankle. Inseam (size M) is 33"". Recyclable through the Common Threads Recycling Program.Details: ""Updated fit; durable, quick-drying nylon twill"" ""Fixed web belt with elasticized waist, separating buckle and button-through zip fly"" Change safe on-seam front pockets with polyester mesh for drainage Zippered side-pocket on leg is large enough for a map and has an internal key loop Zippered back pocket Gusseted crotch ""Inseam is 33""""""Fabric: 3.7-oz 100% Supplex nylon twill with 40-UPF sun protection. Recyclable through the Common Threads Recycling ProgramWeight: (340 g 11.8 oz)Made in Colombia."
